gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	gex_transf	gene_name_unique
TMEM237	chr2	201620184	201643570	201642642	201642692	-	98.46172890146308	6.6360696040080125	TMEM237_X1
DTD1	chr20	18587942	18766644	18567452	18567502	+	147.043870394572	7.209880948210339	DTD1_X1
GBX1	chr7	151148009	151174745	151167498	151167548	-	0.0	0.0	GBX1_X1
PXN	chr12	120210439	120265771	120226019	120226069	-	0.0	0.0	PXN_X1
MRPS22	chr3	139005806	139360497	139344018	139344068	+	47.90939175927711	5.61203961821506	MRPS22_X1
VAT1	chr17	43014607	43025123	43025073	43025123	-	1.05717815316359	1.0406667377404435	VAT1_X1
NEK4	chr3	52708444	52770946	52770896	52770946	-	66.5541700968894	6.077972924281552	NEK4_X1
C3orf22	chr3	126526999	126558965	126558915	126558965	-	0.0	0.0	C3orf22_X1
CP	chr3	149162410	149221829	149176664	149176714	-	0.0	0.0	CP_X1
TPBGL	chr11	75240774	75243704	75240904	75240954	+	0.0	0.0	TPBGL_X1
NRIP3	chr11	8980576	9004049	9003999	9004049	-	0.0	0.0	NRIP3_X1
UBAP2	chr9	33921693	34049388	34048851	34048901	-	118.932542230903	6.906079359328478	UBAP2_X1
SHH	chr7	155799980	155812463	155809022	155809072	-	0.0	0.0	SHH_X1
CCSER2	chr10	84328586	84518521	84425181	84425226	+	0.0	0.0	CCSER2_X1
TMX2	chr11	57712593	57740973	57712599	57712649	+	184.525641279462	7.535474783576362	TMX2_X1
KRTAP7-1	chr21	30829039	30829759	30829709	30829759	-	0.0	0.0	KRTAP7-1_X1
ZDHHC21	chr9	14611071	14693432	14693228	14693265	-	4.03649840298824	2.3324210566750163	ZDHHC21_X1
SDHA	chr5	218303	257082	236512	236562	+	1.05717815316359	1.0406667377404435	SDHA_X1
BTNL8	chr5	180899077	180950906	180899121	180899171	+	0.0	0.0	BTNL8_X1
GRAP	chr17	19020656	19047011	19046961	19047011	-	0.0	0.0	GRAP_X1
UGT2A2	chr4	69588417	69639642	69639592	69639642	-	0.0	0.0	UGT2A2_X1
SSR3	chr3	156539553	156555149	156555099	156555149	-	1112.3916848901802	10.12074549858248	SSR3_X1
CCL3	chr17	36088256	36090169	36090119	36090169	-	624.7922885196799	9.289540070496477	CCL3_X1
INTU	chr4	127623271	127726737	127623270	127623320	+	0.0	0.0	INTU_X1
ATAD1	chr10	87751512	87841361	87814832	87814882	-	0.0	0.0	ATAD1_X1
LTN1	chr21	28928144	28992956	28959812	28959862	-	0.0	0.0	LTN1_X1
ABCE1	chr4	145098288	145129524	145121319	145121369	+	0.0	0.0	ABCE1_X1
NPSR1	chr7	34658218	34878332	34658408	34658458	+	0.0	0.0	NPSR1_X1
SMIM4	chr3	52534013	52579237	52534524	52534574	+	0.0	0.0	SMIM4_X1
SHARPIN	chr8	144098633	144108124	144104219	144104269	-	7.111925757645951	3.020044448499272	SHARPIN_X1
TMEM72	chr10	44911316	44937010	44931849	44931899	+	0.0	0.0	TMEM72_X1
CACNA1I	chr22	39570753	39689735	39570752	39570802	+	0.0	0.0	CACNA1I_X1
ASB5	chr4	176213673	176277571	176277521	176277571	-	0.0	0.0	ASB5_X1
DPEP3	chr16	67975663	67980549	67980458	67980508	-	0.0	0.0	DPEP3_X1
PTCD2	chr5	72320367	72368395	72320366	72320416	+	92.0706064300651	6.540253702486667	PTCD2_X1
DPYSL5	chr2	26847747	26950351	26848423	26848473	+	0.0	0.0	DPYSL5_X1
RBM12	chr20	35648925	35664956	35664884	35664934	-	443.24596749004206	8.795214870455188	RBM12_X1
SLC27A4	chr9	128340527	128361470	128340645	128340695	+	0.480535524165267	0.5661191071464707	SLC27A4_X1
MAPK11	chr22	50263713	50270767	50270343	50270393	-	1.05717815316359	1.0406667377404435	MAPK11_X1
MYO7B	chr2	127535683	127637729	127620025	127620075	+	0.0	0.0	MYO7B_X1
HOXA7	chr7	27153716	27157936	27157886	27157936	-	0.0	0.0	HOXA7_X1
AMOTL1	chr11	94706431	94876748	94864827	94864860	+	0.0	0.0	AMOTL1_X1
PPM1K	chr4	88257620	88284769	88284528	88284578	-	718.208394417407	9.49026604949484	PPM1K_X1
KRTAP19-4	chr21	30496824	30497165	30497083	30497133	-	0.0	0.0	KRTAP19-4_X1
HAUS3	chr4	2078998	2242276	2242083	2242133	-	65.1606170768101	6.047900785404743	HAUS3_X1
IQCG	chr3	197889077	197960142	197959969	197960019	-	12.3017094186308	3.733539754997997	IQCG_X1
TAF8	chr6	42050513	42087461	42050875	42050925	+	8.553532330141751	3.2560342549231343	TAF8_X1
PAX6	chr11	31784779	31817961	31811114	31811137	-	0.0	0.0	PAX6_X1
GAREM1	chr18	32124877	32470882	32331620	32331670	-	0.0	0.0	GAREM1_X1
NOLC1	chr10	102152176	102163871	102152394	102152444	+	458.91142557783	8.845212228805295	NOLC1_X1
ADAMTS9	chr3	64515654	64688000	64539202	64539217	-	0.0	0.0	ADAMTS9_X1
C22orf31	chr22	29058672	29061831	29061794	29061844	-	0.0	0.0	C22orf31_X1
PAX1	chr20	21705659	21718481	21705686	21705736	+	0.0	0.0	PAX1_X1
POLD2	chr7	44114680	44124358	44123510	44123559	-	729.8373541022071	9.513406563752136	POLD2_X1
GPR137	chr11	64270062	64289500	64286520	64286570	+	0.0	0.0	GPR137_X1
RAD51AP2	chr2	17510579	17518440	17518389	17518439	-	0.0	0.0	RAD51AP2_X1
CHN2	chr7	29146569	29514328	29504794	29504821	+	0.0	0.0	CHN2_X1
MRPS18B	chr6	30607946	30616632	30617842	30617892	+	76.4051483422774	6.2743576204412825	MRPS18B_X1
STX16	chr20	58651253	58679526	58651271	58651321	+	371.117585312835	8.53961475987868	STX16_X1
OR1N2	chr9	122553112	122555173	122553223	122553273	+	0.0	0.0	OR1N2_X1
ZNF133	chr20	18288283	18316996	18288510	18288560	+	46.80416005369701	5.579064265973908	ZNF133_X1
TMEM163	chr2	134455759	134719000	134469986	134470036	-	0.0	0.0	TMEM163_X1
KCNJ6	chr21	37607373	38121345	37916396	37916446	-	0.0	0.0	KCNJ6_X1
CHMP7	chr8	23243637	23262000	23246636	23246686	+	121.671594718645	6.938657413488093	CHMP7_X1
WDR82	chr3	52254434	52288020	52268088	52268138	-	0.0	0.0	WDR82_X1
ZER1	chr9	128729786	128772414	128771638	128771688	-	0.0	0.0	ZER1_X1
SPATA31A1	chr9	39355669	39361962	39357334	39357384	+	0.0	0.0	SPATA31A1_X1
TBC1D28	chr17	18634247	18644427	18642779	18642829	-	0.0	0.0	TBC1D28_X1
RAB23	chr6	57186992	57222307	57221357	57221407	-	0.0	0.0	RAB23_X1
CCP110	chr16	19523811	19553408	19545141	19545191	+	0.480535524165267	0.5661191071464707	CCP110_X1
UNC13B	chr9	35161992	35405338	35396537	35396587	+	0.0	0.0	UNC13B_X1
PITRM1	chr10	3137728	3172841	3172757	3172807	-	28.447703030583803	4.880083200738534	PITRM1_X1
GSTCD	chr4	105708778	105847725	105712510	105712560	+	0.0	0.0	GSTCD_X1
PRKCA	chr17	66302613	66810743	66302956	66303006	+	0.0	0.0	PRKCA_X1
SYNM	chr15	99098217	99135593	99098216	99098266	+	0.0	0.0	SYNM_X1
SERINC1	chr6	122443351	122471807	122471772	122471822	-	395.865164807347	8.632505123830079	SERINC1_X1
CALHM5	chr6	116511639	116524788	116511645	116511695	+	0.0	0.0	CALHM5_X1
KRTAP24-1	chr21	30281309	30282950	30282908	30282958	-	0.0	0.0	KRTAP24-1_X1
ENTPD1	chr10	95711779	95877266	95756158	95756208	+	2541.5523873100897	11.312061784657878	ENTPD1_X1
GNS	chr12	64713445	64759431	64729104	64729154	-	1.63382078216191	1.3971571810223802	GNS_X1
TMEM210	chr9	137170858	137172056	137171996	137172046	-	0.0	0.0	TMEM210_X1
ZKSCAN8	chr6	28141883	28159460	28141909	28141959	+	4.51703392715351	2.463892852391547	ZKSCAN8_X1
EIF2A	chr3	150546678	150586016	150546766	150546816	+	187.841336396203	7.5610307875589475	EIF2A_X1
POU4F2	chr4	146638893	146642474	146638892	146638942	+	0.0	0.0	POU4F2_X1
FBXL4	chr6	98868535	98948006	98947956	98948006	-	4.51703392715351	2.463892852391547	FBXL4_X1
TTLL9	chr20	31870634	31945000	31879816	31879866	+	0.0	0.0	TTLL9_X1
ZFP1	chr16	75148494	75172236	75148509	75148559	+	7.88078259631037	3.1506868159973744	ZFP1_X1
ZNF467	chr7	149764182	149773588	149773169	149773219	-	0.0	0.0	ZNF467_X1
DEFB104A	chr8	7348998	7353771	7836470	7836520	+	0.0	0.0	DEFB104A_X1
ABCA1	chr9	104781006	104928155	104830939	104830989	-	0.0	0.0	ABCA1_X1
BEND3	chr6	107065182	107115515	107114382	107114432	-	0.0	0.0	BEND3_X1
ZNF215	chr11	6926404	7001004	6926403	6926453	+	5.38199787065099	2.67400812726314	ZNF215_X1
TICAM2	chr5	115578496	115602479	115602429	115602479	-	1.05717815316359	1.0406667377404435	TICAM2_X1
CRHBP	chr5	76953045	76981158	76958696	76958746	+	0.0	0.0	CRHBP_X1
SAP25	chr7	100572228	100573900	100573016	100573066	-	0.0	0.0	SAP25_X1
CLCN7	chr16	1444934	1475084	1451919	1451969	-	0.0	0.0	CLCN7_X1
ERGIC2	chr12	29337352	29381189	29350018	29350068	-	1.05717815316359	1.0406667377404435	ERGIC2_X1
IL17RC	chr3	9917074	9933630	9917097	9917147	+	0.480535524165267	0.5661191071464707	IL17RC_X1
KIAA1328	chr18	36829106	37232172	36829105	36829155	+	44.59369664253671	5.510762479559449	KIAA1328_X1
ZNF205	chr16	3112560	3120517	3112660	3112710	+	0.0	0.0	ZNF205_X1
TEX10	chr9	100302077	100352942	100347254	100347304	-	0.0	0.0	TEX10_X1
FAM110A	chr20	833715	857463	833714	833764	+	25.18006146626	4.710396579373128	FAM110A_X1
CACNB3	chr12	48813794	48828941	48825114	48825164	+	0.0	0.0	CACNB3_X1
TSGA10IP	chr11	65945445	65959963	65945444	65945494	+	0.0	0.0	TSGA10IP_X1
JMJD7-PLA2G4B	chr15	41828095	41848155	41828094	41828144	+	25.6605969904252	4.736637180846239	JMJD7-PLA2G4B_X1
PPP1CB	chr2	28751640	28802940	28752010	28752060	+	37.9623064090561	5.284007176476508	PPP1CB_X1
MFSD2B	chr2	24010081	24063321	24017489	24017539	+	0.0	0.0	MFSD2B_X1
MINAR2	chr5	129748094	129766732	129748078	129748128	+	0.480535524165267	0.5661191071464707	MINAR2_X1
NPIPA2	chr16	14748066	14765413	14748065	14748115	+	0.0	0.0	NPIPA2_X1
B3GNT9	chr16	67148104	67150998	67151164	67151214	-	0.0	0.0	B3GNT9_X1
RPL21	chr13	27251362	27256691	27253764	27253814	+	0.0	0.0	RPL21_X1
PLCB2	chr15	40278176	40307935	40307885	40307935	-	3.07542735465771	2.026951350170348	PLCB2_X1
FBRSL1	chr12	132489551	132585188	132571151	132571201	+	0.0	0.0	FBRSL1_X1
PSIP1	chr9	15464066	15510995	15474151	15474201	-	41.6143763927121	5.413268315280417	PSIP1_X1
LAMTOR1	chr11	72085895	72103297	72103247	72103297	-	462.467388456653	8.85632401801692	LAMTOR1_X1
NKD1	chr16	50548396	50649249	50548395	50548445	+	0.0	0.0	NKD1_X1
UGT3A2	chr5	36035021	36071358	36066841	36066891	-	0.0	0.0	UGT3A2_X1
C7orf33	chr7	148590766	148615860	148590564	148590614	+	0.0	0.0	C7orf33_X1
EVI2A	chr17	31316410	31321749	31320982	31321032	-	0.0	0.0	EVI2A_X1
KDM1B	chr6	18155329	18223854	18155328	18155378	+	0.0	0.0	KDM1B_X1
PHETA2	chr22	42074248	42079438	42074250	42074300	+	0.480535524165267	0.5661191071464707	PHETA2_X1
ZNF174	chr16	3401215	3409364	3401234	3401270	+	11.3406383703003	3.6253451206425615	ZNF174_X1
PLEKHM3	chr2	207821288	208025527	208025510	208025560	-	7.111925757645951	3.020044448499272	PLEKHM3_X1
WDR5B	chr3	122411846	122416062	122416001	122416051	-	9.80292469297144	3.4333500432785704	WDR5B_X1
MRPL10	chr17	47823272	47831541	47831484	47831534	-	98.7981037683788	6.640940498526591	MRPL10_X1
APC	chr5	112707498	112846239	112821948	112821991	+	1.63382078216191	1.3971571810223802	APC_X1
OR6T1	chr11	123942867	123943838	123943823	123943873	-	0.0	0.0	OR6T1_X1
CYP27A1	chr2	218781749	218815293	218805913	218805963	+	0.0	0.0	CYP27A1_X1
TNFSF12-TNFSF13	chr17	7549099	7561601	7549098	7549148	+	0.0	0.0	TNFSF12-TNFSF13_X1
NSG1	chr4	4348140	4419058	4386537	4386587	+	0.480535524165267	0.5661191071464707	NSG1_X1
SRSF2	chr17	76734115	76737333	76735958	76736008	-	2.59489183049244	1.84594836093997	SRSF2_X1
HBE1	chr11	5268345	5505652	5270108	5270158	-	0.0	0.0	HBE1_X1
SETD7	chr4	139495941	139606699	139606649	139606699	-	0.0	0.0	SETD7_X1
NXPH2	chr2	138669157	138780390	138780298	138780348	-	0.0	0.0	NXPH2_X1
GRAMD1C	chr3	113828182	113947174	113890664	113890714	+	0.0	0.0	GRAMD1C_X1
TP53TG3F	chr16	33459045	33462249	33459044	33459094	+	0.0	0.0	TP53TG3F_X1
TRPV4	chr12	109783087	109833406	109832685	109832735	-	0.0	0.0	TRPV4_X1
YWHAB	chr20	44885702	44908532	44885701	44885751	+	159.730008232535	7.328495494560254	YWHAB_X1
PCDHGB5	chr5	141397947	141512975	141397986	141398036	+	0.0	0.0	PCDHGB5_X1
OCM2	chr7	97984684	97991169	97991119	97991169	-	0.0	0.0	OCM2_X1
NEFH	chr22	29480218	29491390	29480229	29480279	+	0.0	0.0	NEFH_X1
ERICH5	chr8	98064522	98093610	98064521	98064571	+	15.4732438781216	4.042052770538644	ERICH5_X1
KLRG2	chr7	139452690	139483673	139483613	139483663	-	0.0	0.0	KLRG2_X1
ULBP2	chr6	149942014	149949235	149941999	149942049	+	1.05717815316359	1.0406667377404435	ULBP2_X1
OR4X2	chr11	48245104	48246015	48245055	48245105	+	0.0	0.0	OR4X2_X1
CCDC3	chr10	12896625	13099652	13099602	13099652	-	0.0	0.0	CCDC3_X1
ATP2B1	chr12	89588049	89709300	89603716	89603766	-	0.0	0.0	ATP2B1_X1
LARP7	chr4	112637077	112657696	112637524	112637574	+	74.14663137870059	6.231636528341449	LARP7_X1
ABHD6	chr3	58237532	58295693	58237531	58237581	+	31.2348090707423	5.01054753320564	ABHD6_X1
TAS2R3	chr7	141764097	141765197	141764096	141764146	+	0.0	0.0	TAS2R3_X1
DEF6	chr6	35297818	35321771	35309737	35309787	+	5.38199787065099	2.67400812726314	DEF6_X1
QRSL1	chr6	106629578	106668417	106629577	106629627	+	80.6338609549317	6.351095787511648	QRSL1_X1
GAL3ST1	chr22	30554635	30574665	30560740	30560776	-	0.0	0.0	GAL3ST1_X1
MS4A13	chr11	60515392	60542721	60515538	60515588	+	0.0	0.0	MS4A13_X1
INTS2	chr17	61865367	61928016	61885240	61885290	-	0.0	0.0	INTS2_X1
GSTO1	chr10	104235356	104267459	104255162	104255212	+	1.63382078216191	1.3971571810223802	GSTO1_X1
C17orf67	chr17	56791913	56838773	56795242	56795292	-	0.0	0.0	C17orf67_X1
MST1R	chr3	49887002	49903873	49896088	49896138	-	0.0	0.0	MST1R_X1
GPR85	chr7	113078331	113087778	113086039	113086089	-	0.0	0.0	GPR85_X1
ELP2	chr18	36129444	36180557	36129879	36129929	+	461.12188898899	8.852129615976773	ELP2_X1
IGSF10	chr3	151425384	151461061	151443100	151443150	-	0.0	0.0	IGSF10_X1
C17orf97	chr17	410325	431062	410360	410410	+	0.0	0.0	C17orf97_X1
CUL7	chr6	43037617	43053943	43053895	43053945	-	1.05717815316359	1.0406667377404435	CUL7_X1
NSA2	chr5	74766991	74780113	74769297	74769347	+	0.0	0.0	NSA2_X1
PDE8A	chr15	84980440	85139145	85099756	85099806	+	0.0	0.0	PDE8A_X1
MCAT	chr22	43132209	43143398	43142925	43142964	-	0.0	0.0	MCAT_X1
STING1	chr5	139474799	139482201	139482648	139482698	-	49.8795874083547	5.66901506648577	STING1_X1
LEMD2	chr6	33771202	33789130	33784619	33784669	-	0.0	0.0	LEMD2_X1
HOXA1	chr7	27092993	27096000	27095924	27095974	-	1.05717815316359	1.0406667377404435	HOXA1_X1
LRIT2	chr10	84220571	84225544	84225539	84225589	-	0.0	0.0	LRIT2_X1
CPT1A	chr11	68754620	68844410	68841881	68841931	-	0.0	0.0	CPT1A_X1
GBX2	chr2	236165236	236168386	236167959	236168009	-	0.0	0.0	GBX2_X1
TMEM117	chr12	43835967	44389762	44073650	44073700	+	0.0	0.0	TMEM117_X1
FNBP4	chr11	47716494	47767443	47744093	47744143	-	2.1143563063271698	1.6389340092740403	FNBP4_X1
PDLIM7	chr5	177483394	177497606	177497556	177497606	-	63.7190105043143	6.016117645309277	PDLIM7_X1
SNX22	chr15	64151715	64157481	64151714	64151764	+	17.2992788699496	4.193714891415996	SNX22_X1
ANKRD13D	chr11	67289300	67302485	67289933	67289983	+	0.0	0.0	ANKRD13D_X1
KCNA1	chr12	4909905	4918256	4909904	4909954	+	0.0	0.0	KCNA1_X1
ABHD11	chr7	73736094	73738852	73738460	73738510	-	0.0	0.0	ABHD11_X1
JCHAIN	chr4	70655541	70681817	70666925	70666975	-	0.0	0.0	JCHAIN_X1
ARL1	chr12	101393116	101407772	101407413	101407463	-	0.0	0.0	ARL1_X1
PPME1	chr11	74171267	74254703	74237787	74237837	+	0.0	0.0	PPME1_X1
ZBED4	chr22	49853844	49890080	49853841	49853891	+	7.400247072145111	3.070431761762398	ZBED4_X1
ZPR1	chr11	116773799	116788039	116775826	116775876	-	0.0	0.0	ZPR1_X1
MTREX	chr5	55307989	55425579	55308000	55308050	+	32.1958801190729	5.0529322972848565	MTREX_X1
PXYLP1	chr3	141228726	141367753	141231878	141231911	+	0.0	0.0	PXYLP1_X1
PPP2R5B	chr11	64917553	64934475	64924670	64924720	+	4.90146234648572	2.561072489832702	PPP2R5B_X1
FGF20	chr8	16992181	17002345	17001790	17001840	-	0.0	0.0	FGF20_X1
TMEM40	chr3	12733528	12769457	12759227	12759277	-	0.480535524165267	0.5661191071464707	TMEM40_X1
YEATS2	chr3	183697797	183812624	183808023	183808073	+	0.0	0.0	YEATS2_X1
ZDHHC6	chr10	112424428	112447572	112446867	112446917	-	40.845519554047705	5.387001254982136	ZDHHC6_X1
PISD	chr22	31618491	31662221	31629956	31630006	-	0.0	0.0	PISD_X1
RXRA	chr9	134317098	134440585	134317097	134317147	+	0.0	0.0	RXRA_X1
TMC2	chr20	2536573	2643580	2536606	2536655	+	0.0	0.0	TMC2_X1
IMPG1	chr6	75921114	76072678	76072628	76072678	-	0.0	0.0	IMPG1_X1
PLAAT5	chr11	63461404	63491194	63490915	63490965	-	0.0	0.0	PLAAT5_X1
SAP30BP	chr17	75667251	75708062	75667345	75667395	+	639.977211083302	9.324129254822246	SAP30BP_X1
PCDHA9	chr5	140847772	141012347	140847771	140847821	+	0.0	0.0	PCDHA9_X1
RMND1	chr6	151398898	151452158	151452131	151452181	-	57.2798344804998	5.864924874923604	RMND1_X1
KCNQ5	chr6	72621792	73198853	73041935	73041985	+	0.0	0.0	KCNQ5_X1
CALB2	chr16	71358713	71390436	71385342	71385392	+	0.0	0.0	CALB2_X1
OR4N4	chr15	22094522	22095472	22094430	22094480	+	0.0	0.0	OR4N4_X1
SLC6A13	chr12	220621	262873	226921	226971	-	0.0	0.0	SLC6A13_X1
PSMD3	chr17	39980807	39997959	39980796	39980846	+	444.639520510121	8.799733370198904	PSMD3_X1
NRF1	chr7	129611720	129757082	129611713	129611763	+	121.671594718645	6.938657413488093	NRF1_X1
GABPA	chr21	25734570	25772460	25735388	25735438	+	34.454397082649606	5.147892657639727	GABPA_X1
TUBAL3	chr10	5393101	5404828	5404789	5404830	-	0.0	0.0	TUBAL3_X1
KCNG4	chr16	84218657	84240012	84239700	84239750	-	0.0	0.0	KCNG4_X1
UCN3	chr10	5364966	5374692	5365008	5365058	+	0.0	0.0	UCN3_X1
IL1F10	chr2	113067970	113075843	113074538	113074588	+	0.0	0.0	IL1F10_X1
TRIM14	chr9	98069275	98119222	98119162	98119212	-	42.3832332313765	5.43906567194204	TRIM14_X1
ZFP91-CNTF	chr11	58579172	58624639	58609978	58610028	+	1.63382078216191	1.3971571810223802	ZFP91-CNTF_X1
NFIB	chr9	14081843	14398983	14096600	14096650	-	0.0	0.0	NFIB_X1
FHL2	chr2	105357712	105438513	105399617	105399667	-	0.0	0.0	FHL2_X1
C18orf21	chr18	35972625	35979286	35972633	35972683	+	10.956209950968098	3.579688230953869	C18orf21_X1
TEAD1	chr11	12674421	12944737	12828120	12828170	+	0.0	0.0	TEAD1_X1
ECHDC3	chr10	11742366	11764070	11742365	11742415	+	0.0	0.0	ECHDC3_X1
OR5H15	chr3	98166696	98169774	98168699	98168749	+	0.0	0.0	OR5H15_X1
ZNF195	chr11	3339261	3379222	3379168	3379218	-	38.250627723555205	5.294643821666621	ZNF195_X1
C11orf97	chr11	94512461	94532123	94512580	94512630	+	0.0	0.0	C11orf97_X1
IL15RA	chr10	5943639	5978187	5977164	5977214	-	0.0	0.0	IL15RA_X1
MOGAT1	chr2	222671658	222709930	222671785	222671835	+	0.0	0.0	MOGAT1_X1
MAPK4	chr18	50567310	50567991	50629417	50629467	+	0.0	0.0	MAPK4_X1
SLC35A1	chr6	87470623	87512336	87472976	87473019	+	21.5279914826039	4.493646788520334	SLC35A1_X1
CATSPER2	chr15	43628503	43668118	43668068	43668118	-	0.0	0.0	CATSPER2_X1
CDHR4	chr3	49790732	49799873	49792881	49792931	-	0.0	0.0	CDHR4_X1
ZFAT	chr8	134477788	134713049	134696508	134696558	-	0.0	0.0	ZFAT_X1
RUFY2	chr10	68341107	68407294	68377716	68377766	-	0.0	0.0	RUFY2_X1
SCN2B	chr11	118162806	118176639	118176623	118176673	-	0.0	0.0	SCN2B_X1
NIPA2	chr15	22838644	22869362	22838675	22838725	+	291.156474091735	8.190597449061277	NIPA2_X1
CSAD	chr12	53157663	53180925	53180600	53180646	-	8.553532330141751	3.2560342549231343	CSAD_X1
ADH1C	chr4	99336497	99352746	99352696	99352746	-	0.0	0.0	ADH1C_X1
TENM3	chr4	182143987	182803024	182243428	182243476	+	0.0	0.0	TENM3_X1
ITSN2	chr2	24202864	24360536	24360459	24360509	-	9.41849627363922	3.3810751599208	ITSN2_X1
ASXL2	chr2	25733753	25878487	25878466	25878516	-	7.400247072145111	3.070431761762398	ASXL2_X1
DLG1	chr3	197042560	197299330	197299250	197299300	-	0.0	0.0	DLG1_X1
EIF3D	chr22	36510855	36529184	36516881	36516931	-	0.0	0.0	EIF3D_X1
TBC1D32	chr6	121079494	121334745	121334430	121334480	-	7.88078259631037	3.1506868159973744	TBC1D32_X1
KRT33B	chr17	41363498	41369813	41369750	41369800	-	0.0	0.0	KRT33B_X1
ANXA2	chr15	60347134	60402883	60397983	60398033	-	67.2749733831373	6.093284941446239	ANXA2_X1
SPTBN1	chr2	54456317	54671446	54515743	54515793	+	0.0	0.0	SPTBN1_X1
KRT8	chr12	52897187	52949954	52902154	52902204	-	0.0	0.0	KRT8_X1
THNSL1	chr10	25016612	25026664	25016657	25016707	+	10.956209950968098	3.579688230953869	THNSL1_X1
OR5K3	chr3	98390666	98391631	98390665	98390715	+	0.0	0.0	OR5K3_X1
NTNG2	chr9	132162058	132244526	132240607	132240657	+	0.0	0.0	NTNG2_X1
NR3C2	chr4	148078762	148444698	148368420	148368470	-	0.0	0.0	NR3C2_X1
POMK	chr8	43093498	43131180	43093505	43093555	+	82.41184239434321	6.382180319692974	POMK_X1
FAM111A	chr11	59142748	59155039	59144798	59144848	+	175.395466320322	7.462669671298039	FAM111A_X1
SNUPN	chr15	75598083	75626469	75626419	75626469	-	0.0	0.0	SNUPN_X1
FLOT2	chr17	28879335	28897733	28888976	28889026	-	4.51703392715351	2.463892852391547	FLOT2_X1
TPP1	chr11	6612768	6619448	6619398	6619448	-	363.76539179310697	8.51082504576595	TPP1_X1
PSMA2	chr7	42916828	42932185	42932173	42932223	-	725.031998860554	9.503889324194237	PSMA2_X1
DCHS1	chr11	6621330	6655809	6655804	6655854	-	0.0	0.0	DCHS1_X1
PTMS	chr12	6765516	6770952	6766376	6766426	+	7.111925757645951	3.020044448499272	PTMS_X1
RIC3	chr11	8106056	8169055	8168993	8169043	-	19.798063595609	4.378377307337431	RIC3_X1
ADAP1	chr7	897900	955407	955357	955407	-	0.0	0.0	ADAP1_X1
OR6B2	chr2	240029491	240030429	240030406	240030456	-	0.0	0.0	OR6B2_X1
CORO1B	chr11	67435510	67443821	67443771	67443821	-	9.03406785430701	3.3268346942055813	CORO1B_X1
EPS8	chr12	15620134	15882329	15789350	15789400	-	70.63872205229421	6.162667696515227	EPS8_X1
KIDINS220	chr2	8721081	8837630	8837580	8837630	-	125.804200226467	6.986458723466039	KIDINS220_X1
ADGRL3	chr4	61200326	62078335	61201257	61201307	+	0.0	0.0	ADGRL3_X1
OR9Q1	chr11	58023881	58181616	58023880	58023930	+	0.0	0.0	OR9Q1_X1
STRAP	chr12	15882387	15903478	15895453	15895496	+	0.0	0.0	STRAP_X1
SSH2	chr17	29625938	29930276	29930178	29930228	-	8.16910391080953	3.196780747277192	SSH2_X1
LRGUK	chr7	134127299	134264591	134127298	134127348	+	0.0	0.0	LRGUK_X1
RAB33B	chr4	139453232	139476609	139453231	139453281	+	0.0	0.0	RAB33B_X1
RBM28	chr7	128297685	128343908	128343858	128343908	-	74.14663137870059	6.231636528341449	RBM28_X1
CNOT11	chr2	101252886	101270316	101264974	101265024	+	2.1143563063271698	1.6389340092740403	CNOT11_X1
GAS2L1	chr22	29306582	29312785	29307022	29307072	+	0.0	0.0	GAS2L1_X1
TGFB1I1	chr16	31471585	31477960	31472140	31472190	+	0.480535524165267	0.5661191071464707	TGFB1I1_X1
TRAPPC13	chr5	65625004	65666233	65655633	65655653	+	0.0	0.0	TRAPPC13_X1
NHP2	chr5	178149463	178153894	178153844	178153894	-	1210.37287826747	10.242427300664156	NHP2_X1
VASN	chr16	4371848	4383538	4371847	4371897	+	0.0	0.0	VASN_X1
KIF5B	chr10	32009015	32056425	32056381	32056431	-	106.102243735691	6.742844893882009	KIF5B_X1
EMG1	chr12	6970913	6997428	6970892	6970942	+	113.214169493337	6.835597833379824	EMG1_X1
BOD1L2	chr18	57147087	57150410	57147061	57147111	+	0.0	0.0	BOD1L2_X1
CPLX3	chr15	74826627	74831802	74826546	74826596	+	0.0	0.0	CPLX3_X1
FOXD1	chr5	73444827	73448777	73446938	73446988	-	0.0	0.0	FOXD1_X1
