gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand
C17orf78	chr17	37375985	37392708	37375985	37376035	+
DPP6	chr7	153887097	154894285	154803891	154803941	+
SCGB3A2	chr5	147870682	147882191	147871497	147871547	+
CANX	chr5	179678628	179731641	179698943	179698993	+
MCM6	chr2	135839626	135876443	135865012	135865051	-
DAGLA	chr11	61680391	61747001	61680432	61680482	+
KRT7	chr12	52232520	52252186	52247917	52247967	+
RASA4	chr7	102579646	102616756	102616696	102616746	-
NTSR1	chr20	62708836	62762771	62756630	62756680	+
SUN1	chr7	816615	896435	816865	816910	+
KCNJ2	chr17	70168673	70180044	70169534	70169584	+
ICAM2	chr17	64002594	64020634	64006719	64006769	-
DGKE	chr17	56834107	56869567	56834965	56835015	+
SPDYE11	chr7	73047862	73057911	73057861	73057911	-
ZAN	chr7	100733595	100797797	100734020	100734070	+
LYZ	chr12	69348381	69354234	69348340	69348390	+
TBRG1	chr11	124622836	124635926	124622835	124622885	+
SLC26A5	chr7	103352730	103446207	103443146	103443196	-
C6orf58	chr6	127519455	127591820	127577173	127577223	+
SYNGR2	chr17	78168581	78173527	78169683	78169733	+
TACR3	chr4	103586031	103719985	103719766	103719816	-
ZNF706	chr8	101177878	101206193	101204651	101204701	-
GLRA3	chr4	174636920	174829247	174713723	174713773	-
ELMOD1	chr11	107591091	107666779	107591405	107591409	+
CTSV	chr9	97029677	97156556	97039092	97039142	-
FBXL19	chr16	30923055	30948783	30924574	30924624	+
ADCY3	chr2	24819169	24920237	24842542	24842592	-
DBX2	chr12	45014672	45051099	45051049	45051099	-
DIS3L2	chr2	231961245	232344350	231961691	231961741	+
NUPR1	chr16	28532708	28539008	28538958	28539008	-
PLEKHM1	chr17	45435900	45490749	45454721	45454771	-
NMUR2	chr5	152391546	152433368	152433318	152433368	-
ID1	chr20	31605283	31606515	31605282	31605332	+
PIGU	chr20	34560542	34698790	34677040	34677090	-
UBAP1L	chr15	65092760	65115200	65106191	65106241	-
UBE2D3	chr4	102794383	102868896	102825730	102825780	-
GLTPD2	chr17	4788964	4790589	4788958	4789008	+
PDILT	chr16	20359175	20404737	20404506	20404556	-
SETD5	chr3	9397615	9479240	9397855	9397905	+
GRP	chr18	59220158	59230774	59220171	59220221	+
RIT2	chr18	42743227	43115691	43115641	43115691	-
ABCD2	chr12	39550033	39619803	39619701	39619751	-
PROM2	chr2	95274449	95291308	95288514	95288564	+
BCKDK	chr16	31106107	31112791	31108448	31108479	+
USP17L12	chr4	9220152	9221744	9220151	9220201	+
MYO15B	chr17	75587800	75626849	75623827	75623854	+
PSMD12	chr17	67337916	67366605	67366555	67366605	-
BHLHE22	chr8	64580365	64583627	64580366	64580416	+
PRR20B	chr13	57147488	57150509	57147487	57147537	+
PDE6H	chr12	14973042	14981865	14973021	14973071	+
PDCD2	chr6	170575295	170584692	170584595	170584645	-
DNAJB7	chr22	40859549	40862113	40862076	40862126	-
TNFRSF6B	chr20	63696652	63698684	63696667	63696717	+
DERL2	chr17	5471254	5486811	5482829	5482879	-
C3orf62	chr3	49268596	49277232	49274484	49274534	-
TEPSIN	chr17	81228277	81239091	81237478	81237528	-
ZFAND2B	chr2	219195237	219209651	219206783	219206833	+
PARP8	chr5	50665899	50846519	50666760	50666810	+
CHRNA3	chr15	78593052	78621295	78607474	78607524	-
KCNC1	chr11	17734774	17856804	17779171	17779221	+
TMTC1	chr12	29500840	29784759	29782996	29783046	-
CHST5	chr16	75528530	75536108	75535197	75535247	-
CDC42SE2	chr5	131245493	131398447	131264061	131264111	+
TEX49	chr12	48727435	48765790	48727456	48727506	+
FOLR2	chr11	72216601	72221950	72216793	72216843	+
PANK2	chr20	3888839	3929887	3888838	3888888	+
ATP6V1H	chr8	53715543	53843558	53772015	53772065	-
RBM20	chr10	110644336	110839468	110835177	110835227	+
KLHL18	chr3	47282917	47346816	47282916	47282966	+
SCAI	chr9	124942608	125143528	124976136	124976186	-
SPI1	chr11	47354860	47378547	47378526	47378576	-
AGAP9	chr10	47501854	47523638	47523588	47523638	-
CPNE5	chr6	36740775	36839444	36757359	36757409	-
ZNF768	chr16	30524004	30526821	30526771	30526821	-
ARHGEF17	chr11	73308276	73369388	73308288	73308338	+
MAP3K13	chr3	185282941	185489094	185437544	185437594	+
GPR179	chr17	38126026	38144226	38343797	38343847	-
GPATCH11	chr2	37084451	37099244	37084450	37084500	+
MS4A15	chr11	60756867	60776733	60756952	60757002	+
ALOX5	chr10	45374176	45446119	45440429	45440479	+
OXLD1	chr17	81665036	81666635	81666096	81666146	-
DCDC2C	chr2	3703575	3848008	3725945	3725995	+
PABPC1	chr8	100685816	100722809	100722759	100722809	-
LMLN	chr3	197960200	198043720	197960216	197960266	+
ADARB1	chr21	45073853	45226560	45176409	45176459	+
NAALADL1	chr11	65044818	65058553	65047887	65047937	-
ANKRD60	chr20	58218495	58228653	58228603	58228653	-
INTS14	chr15	65578753	65611289	65607359	65607409	-
TTC12	chr11	113314579	113383544	113315055	113315105	+
OR9A2	chr7	143026200	143027132	143027145	143027195	-
JAKMIP3	chr10	132036336	132184858	132143715	132143765	+
RBFOX3	chr17	79089345	79611051	79307777	79307827	-
CATIP	chr2	218356857	218368099	218357484	218357534	+
CAPN10	chr2	240586734	240617705	240586870	240586920	+
MEP1A	chr6	46793389	46839778	46793389	46793439	+
ELF1	chr13	40931924	41061440	40982175	40982225	-
R3HDM2	chr12	57253762	57431043	57268563	57268577	-
CAGE1	chr6	7326656	7389742	7389356	7389406	-
SCN9A	chr2	166195185	166376001	166375937	166375987	-
TFIP11	chr22	26491225	26512505	26512439	26512489	-
ARL4A	chr7	12686856	12690958	12687634	12687684	+
MINDY2	chr15	58771192	58861900	58796076	58796126	+
VGLL4	chr3	11556069	11771350	11771300	11771350	-
NOCT	chr4	139015781	139045939	139015795	139015845	+
PPP1R18	chr6	30676389	30687895	30687845	30687895	-
PLET1	chr11	112248153	112260860	112260810	112260860	-
TRPM7	chr15	50552473	50686797	50586532	50586582	-
CEP55	chr10	93496612	93529092	93507009	93507056	+
OR14J1	chr6	29301701	29313017	29306689	29306739	+
NOP56	chr20	2652593	2658393	2656948	2656998	+
TEX37	chr2	88524649	88529585	88524650	88524700	+
NFATC1	chr18	79395856	79529325	79395929	79395979	+
HSPA1L	chr6	31791805	31797251	31815015	31815065	-
HTRA2	chr2	74529725	74533332	74529774	74529824	+
RPS25	chr11	119015712	119018691	119018616	119018666	-
MPDZ	chr9	13105706	13279692	13175842	13175892	-
HMGN4	chr6	26538366	26546933	26538404	26538454	+
FAM120B	chr6	170290703	170407067	170404178	170404228	+
TBX1	chr22	19756703	19783593	19761196	19761246	+
EPYC	chr12	90963682	91005026	91004976	91005026	-
PTGDR2	chr11	60850933	60855950	60855921	60855971	-
TGOLN2	chr2	85318027	85328251	85328246	85328296	-
INTS10	chr8	19817391	19852083	19824837	19824887	+
KHDC3L	chr6	73362658	73364171	73362676	73362726	+
TEN1-CDK3	chr17	75979231	76005999	75979230	75979280	+
SMAD1	chr4	145481194	145559176	145482497	145482547	+
OSBP	chr11	59574398	59615774	59600542	59600592	-
CD200R1	chr3	112921205	112975103	112974862	112974912	-
CFTR	chr7	117287120	117715971	117479962	117480012	+
MRPL18	chr6	159789812	159798436	159790516	159790566	+
EXOSC9	chr4	121801318	121817021	121801322	121801372	+
STX8	chr17	9250471	9576591	9491828	9491865	-
LYN	chr8	55879835	56014169	55955095	55955145	+
USP39	chr2	85602856	85649283	85612102	85612152	+
NEPRO	chr3	113002444	113019861	113019656	113019706	-
DEFB106B	chr8	7474484	7478378	7486350	7486400	-
TCHP	chr12	109900264	109983841	109900263	109900313	+
MYBPC3	chr11	47331406	47352702	47352652	47352702	-
SENP3-EIF4A1	chr17	7563287	7578715	7563286	7563336	+
HESX1	chr3	57197838	57227606	57199937	57199987	-
DGUOK	chr2	73926826	73958961	73926874	73926924	+
TENT4A	chr5	6713432	6757044	6745914	6745964	+
OR56B1	chr11	5736448	5738523	5736516	5736566	+
MAB21L1	chr13	35473789	35476689	35477159	35477209	-
PARP16	chr15	65234460	65300618	65286822	65286872	-
TSPAN19	chr12	85014311	85036277	85016251	85016301	-
EPSTI1	chr13	42886388	42992271	42991207	42991257	-
DDIT3	chr12	57516588	57521737	57520467	57520517	-
PHF11	chr13	49495610	49528981	49496354	49496404	+
UFM1	chr13	38349849	38363619	38349848	38349898	+
COMTD1	chr10	75233641	75236030	75235961	75236011	-
CEP126	chr11	101915010	102001062	101915014	101915064	+
HLTF	chr3	149030127	149086554	149050231	149050240	-
P2RY2	chr11	73218281	73242427	73218456	73218506	+
CPVL	chr7	28995235	29195451	29195186	29195236	-
CERK	chr22	46684410	46738252	46738040	46738090	-
CHODL	chr21	17901263	18267373	18256501	18256551	+
PRSS8	chr16	31131433	31135727	31135712	31135762	-
PEBP4	chr8	22713251	23000000	22999950	23000000	-
SDS	chr12	113392445	113426301	113403836	113403886	-
EPPK1	chr8	143857324	143878467	143878437	143878464	-
MTFR1	chr8	65644734	65771261	65644733	65644783	+
KLRC2	chr12	10426854	10442300	10435943	10435993	-
GIN1	chr5	103086000	103120138	103120101	103120151	-
UGT1A4	chr2	233718736	233773300	233718777	233718827	+
SMOC2	chr6	168441151	168673445	168653044	168653094	+
RFXAP	chr13	36819222	36829104	36825425	36825475	+
TFG	chr3	100709295	100748964	100709471	100709521	+
OSTC	chr4	108650585	108667820	108650584	108650634	+
ST7	chr7	116953238	117230176	116953326	116953376	+
GTF2IRD1	chr7	74453790	74602605	74453789	74453839	+
STAR	chr8	38142700	38150992	38149075	38149118	-
SLC25A17	chr22	40769630	40819399	40780205	40780255	-
LY6D	chr8	142784882	142786539	142786542	142786592	-
MIOS	chr7	7566875	7608932	7581728	7581778	+
AFM	chr4	73481745	73504001	73495114	73495164	+
GRIN2A	chr16	9753404	10182928	10182704	10182754	-
PRIM2	chr6	57314805	57646850	57317627	57317677	+
CBX2	chr17	79778148	79787983	79778131	79778181	+
MTX3	chr5	79976716	79991262	79991212	79991262	-
C7orf31	chr7	25134692	25180356	25180306	25180356	-
RXRB	chr6	33115214	33122477	33195310	33195360	-
SEC61A1	chr3	128051641	128071683	128052425	128052475	+
SH3TC2	chr5	148923639	149063163	149063113	149063163	-
PFN4	chr2	24114809	24123464	24123269	24123319	-
CCER1	chr12	90905622	90955176	90955124	90955174	-
C17orf80	chr17	73232233	73248959	73232661	73232711	+
COPS6	chr7	100088969	100092187	100088953	100089003	+
NANOG	chr12	7787794	7799146	7787793	7787843	+
CD7	chr17	82314868	82317608	82317552	82317602	-
ECEL1	chr2	232479827	232487834	232487771	232487821	-
DAGLB	chr7	6409126	6484190	6447921	6447971	-
TTLL4	chr2	218710835	218755416	218710844	218710894	+
CD2AP	chr6	47477789	47627263	47533684	47533734	+
ACSM2B	chr16	20536226	20576427	20576290	20576340	-
ANKRD63	chr15	40278372	40283064	40282536	40282586	-
ZNF143	chr11	9460319	9528524	9460318	9460368	+
SNRPG	chr2	70281362	70293740	70293690	70293740	-
DPPA3	chr12	7711433	7717559	7711453	7711503	+
KRTAP10-3	chr21	44557790	44558795	44558710	44558760	-
HNF4A	chr20	44355700	44432845	44355800	44355850	+
PPIL4	chr6	149504495	149546043	149517814	149517864	-
MND1	chr4	153344649	153415118	153344680	153344730	+
MRPS27	chr5	72219403	72320646	72223682	72223730	-
VPS13C	chr15	61852389	62060473	62060398	62060448	-
EIF2B4	chr2	27364352	27370338	27370284	27370334	-
TBCD	chr17	82752042	82945914	82752063	82752113	+
LIN54	chr4	82909973	83012926	83010773	83010823	-
RNF175	chr4	153710160	153760024	153759960	153760010	-
KHDC1	chr6	73241314	73310365	73310315	73310365	-
AFAP1L1	chr5	149271859	149343637	149271918	149271968	+
EHHADH	chr3	185190624	185281990	185254048	185254098	-
PRR15	chr7	29563835	29567293	29565449	29565499	+
WFDC3	chr20	45747944	45791932	45791831	45791881	-
NEURL1B	chr5	172641263	172691540	172641265	172641315	+
AKR1C4	chr10	5195462	5218949	5196834	5196884	+
RTKN2	chr10	62183035	62268844	62268657	62268707	-
MAPRE2	chr18	34976928	35143470	34977050	34977079	+
TRIM21	chr11	4384897	4393702	4386156	4386188	-
MAP4K4	chr2	101696850	101894690	101855976	101856026	+
PMS2	chr7	5970925	6009106	6009048	6009098	-
CST6	chr11	66012008	66013505	66011840	66011890	+
BCO1	chr16	81238689	81291142	81238688	81238738	+
AKR1B10	chr7	134527567	134541412	134527591	134527641	+
ERCC8	chr5	60866454	60945073	60945023	60945073	-
ADAMTS1	chr21	26835755	26845409	26843741	26843777	-
PLA2G3	chr22	31134807	31140508	31140557	31140607	-
MNS1	chr15	56421544	56465137	56434157	56434207	-
TAB1	chr22	39399778	39437060	39414729	39414779	+
ZNF184	chr6	27450743	27473118	27473068	27473118	-
MAT2A	chr2	85539168	85545281	85539164	85539214	+
PARD3	chr10	34109560	34815325	34815275	34815325	-
GRAPL	chr17	19127535	19159187	19132052	19132102	+
PIP5K1B	chr9	68705240	69009176	68705985	68706035	+
PPP1R1B	chr17	39626740	39636626	39626739	39626789	+
EMSY	chr11	76444923	76553025	76445024	76445074	+
PRCD	chr17	76527586	76553578	76540470	76540520	+
TRIM71	chr3	32817997	32897824	32818017	32818067	+
SCAMP2	chr15	74843730	74873365	74854580	74854586	-
SLC26A8	chr6	35943516	36024868	36024538	36024588	-
BTBD16	chr10	122271296	122338159	122331966	122332016	+
CDIP1	chr16	4512634	4526261	4538734	4538784	-
PRKAG3	chr2	218822383	218832086	218831753	218831803	-
ADAM17	chr2	9488486	9556732	9555738	9555788	-
OR2A12	chr7	144086278	144098953	144095047	144095097	+
LRRC70	chr5	62578819	62581446	62578836	62578886	+
CRAT	chr9	129094142	129111189	129110719	129110769	-
CALCRL	chr2	187341964	187448460	187448203	187448253	-
CX3CL1	chr16	57372477	57385044	57372457	57372507	+
OSBPL3	chr7	24796540	24981634	24892562	24892612	-
SLC12A1	chr15	48178438	48304078	48206301	48206330	+
PKNOX2	chr11	125164687	125433389	125164686	125164736	+
PPM1M	chr3	52245759	52250599	52246169	52246219	+
PIGB	chr15	55318960	55355648	55318959	55319009	+
WDR76	chr15	43826980	43868412	43826979	43827029	+
SLMAP	chr3	57755450	57930003	57755449	57755485	+
IQCB1	chr3	121769761	121835079	121834966	121835016	-
OR52E6	chr11	5840928	5841952	5841945	5841952	-
TERB1	chr16	66754640	66801620	66801534	66801584	-
ACACB	chr12	109116587	109268226	109232668	109232718	+
COMMD2	chr3	149738472	149752495	149752449	149752499	-
NABP1	chr2	191678068	191741097	191683504	191683554	+
KRT9	chr17	41565836	41572059	41572008	41572058	-
MLLT6	chr17	38705273	38729795	38717509	38717559	+
AHNAK	chr11	62433542	62556235	62546785	62546835	-
LRRC72	chr7	16526825	16581568	16526889	16526939	+
GPR26	chr10	123666355	123697399	123666354	123666404	+
ADCYAP1	chr18	904871	912172	905108	905158	+
TMEM211	chr22	24935098	24946695	24939485	24939535	-
EGR1	chr5	138465479	138469303	138465489	138465539	+
LNPK	chr2	175923882	176002839	176002244	176002294	-
PHRF1	chr11	576501	612474	576485	576535	+
PPM1G	chr2	27381195	27409591	27409525	27409575	-
TPH2	chr12	71938845	72186618	72031271	72031321	+
RPUSD3	chr3	9837849	9844602	9843968	9844018	-
MINDY4	chr7	30771417	30892387	30779535	30779585	+
USP42	chr7	6104949	6161564	6104974	6105024	+
E2F6	chr2	11444375	11466177	11451646	11451696	-
CYP1A1	chr15	74719542	74725536	74725320	74725370	-
HRH3	chr20	62214960	62220278	62220205	62220255	-
DNAJC15	chr13	43023203	43114213	43023202	43023252	+
MMP9	chr20	46008908	46016561	46008907	46008957	+
MYEOV	chr11	69294151	69341682	69294137	69294187	+
SDK2	chr17	73334384	73644445	73369163	73369213	-
POPDC2	chr3	119636457	119665324	119654677	119654727	-
STON1	chr2	48529383	48598513	48530170	48530216	+
GOLM1	chr9	86026146	86100173	86080115	86080165	-
TCTE1	chr6	44278734	44297698	44286303	44286353	-
XPO7	chr8	21919662	22006585	22002984	22003034	+
SDHAF2	chr11	61430042	61446733	61430104	61430154	+
LARGE2	chr11	45921621	45929096	45922691	45922728	+
TTLL2	chr6	167325071	167359503	167325104	167325154	+
TIMM10	chr11	57528464	57530803	57530753	57530803	-
FANCI	chr15	89243945	89317261	89243972	89244022	+
MKRN3	chr15	23565674	23630075	23565683	23565733	+
THEM6	chr8	142727223	142736927	142727722	142727772	+
KBTBD7	chr13	41189834	41194569	41194516	41194566	-
ELOA2	chr18	47032527	47035621	47035571	47035621	-
NCBP2AS2	chr3	196942674	196943543	196942622	196942672	+
FHIP1A	chr4	151409176	151670503	151409215	151409265	+
HERC3	chr4	88592434	88708541	88593377	88593427	+
RPS3A	chr4	151099624	151104642	151099623	151099673	+
POLI	chr18	54269517	54321266	54274896	54274946	+
EIF3F	chr11	7970251	8001862	7987319	7987369	+
MFSD11	chr17	76735865	76781449	76742190	76742240	+
MERTK	chr2	111898607	112029561	111997369	111997419	+
COL18A1	chr21	45405165	45513720	45506018	45506068	+
LHPP	chr10	124461823	124617888	124546024	124546074	+
ABI3	chr17	49210411	49223225	49219562	49219612	+
RIPOR3	chr20	50586108	50691542	50636839	50636889	-
YWHAQ	chr2	9583967	9630997	9630964	9631014	-
SFT2D1	chr6	166319728	166342576	166324638	166324688	-
HTR3C	chr3	184053047	184060673	184053046	184053096	+
PCSK7	chr11	117204337	117232525	117208631	117208681	-
SCO1	chr17	10672474	10698375	10697518	10697568	-
GPR12	chr13	26755200	26760786	26760240	26760290	-
NDUFA10	chr2	239892450	240025743	240025352	240025402	-
KMT5A	chr12	123384132	123409353	123384165	123384208	+
SLC12A3	chr16	56865207	56915850	56865210	56865260	+
MORN2	chr2	38875976	38929072	38875961	38876011	+
SREBF1	chr17	17810399	17837002	17816345	17816395	-
NECAB1	chr8	90791741	90959393	90791809	90791859	+
BICDL2	chr16	3027682	3036944	3031924	3031974	-
POU6F1	chr12	51186936	51218062	51217643	51217693	-
OR5M11	chr11	56542340	56543257	56543207	56543257	-
IL17REL	chr22	49994513	50012659	50012609	50012659	-
ZNF764	chr16	30553764	30558374	30558448	30558498	-
GLG1	chr16	74447427	74607144	74463389	74463439	-
FZD5	chr2	207762598	207769906	207769513	207769563	-
DHFR2	chr3	94047836	94063389	94062937	94062987	-
SFRP2	chr4	153780591	153789083	153789070	153789120	-
MON1B	chr16	77190835	77202398	77191191	77191241	+
NME4	chr16	396725	410367	397198	397248	+
IRF5	chr7	128937457	128950038	128937936	128937986	+
CALML5	chr10	5498697	5499570	5499505	5499555	-
SMO	chr7	129188633	129213545	129206284	129206334	+
POLR2L	chr11	837356	842529	842495	842545	-
MED23	chr6	131573966	131628242	131628179	131628229	-
RTTN	chr18	70003031	70205726	70019824	70019874	-
C17orf49	chr17	7014495	7017525	7015816	7015866	+
ARID2	chr12	45729706	45908040	45852294	45852344	+
TFAP2C	chr20	56629306	56639283	56629301	56629351	+
COX6A2	chr16	31427731	31428360	31428378	31428428	-
SMG8	chr17	59209400	59215239	59210009	59210059	+
CLEC2B	chr12	9852369	9869386	9869336	9869386	-
RFESD	chr5	95646754	95684773	95646753	95646803	+
TSBP1	chr6	32288526	32371912	32371829	32371879	-
SHISAL1	chr22	44243665	44312951	44312801	44312851	-
GNL1	chr6	30541381	30556489	30552496	30552546	-
IL17RD	chr3	57089982	57170306	57170256	57170306	-
POLR1C	chr6	43509702	43562419	43517053	43517103	+
SPDYE2	chr7	102551221	102563538	102555808	102555858	+
SARAF	chr8	30063003	30083208	30069899	30069949	-
TAS2R41	chr7	143477873	143478796	143477872	143477922	+
CAMK4	chr5	111223653	111494886	111357960	111358010	+
SHOC1	chr9	111686171	111795008	111794958	111795008	-
GCSAM	chr3	112120839	112133270	112133201	112133251	-
FAM47E-STBD1	chr4	76251721	76311129	76251720	76251770	+
CSTF3	chr11	33077188	33162371	33161441	33161491	-
FOXD4L3	chr9	68302867	68305084	68302866	68302916	+
NKX1-2	chr10	124445243	124450035	124450134	124450184	-
HPCAL1	chr2	10302889	10427617	10302888	10302938	+
JARID2	chr6	15246069	15522042	15248854	15248904	+
BOLL	chr2	197726879	197786762	197786262	197786312	-
DYNLT2	chr6	169740109	169751587	169751537	169751587	-
ATF7IP	chr12	14365676	14502931	14416912	14416948	+
PDZD2	chr5	31639131	32110932	32059331	32059356	+
ELOVL3	chr10	102226299	102229589	102226327	102226377	+
RAB1A	chr2	65070696	65130331	65130056	65130106	-
OR51E2	chr11	4680171	4697854	4697804	4697854	-
MAN1B1	chr9	137086857	137109189	137086984	137087034	+
USP7	chr16	8892097	8975328	8963434	8963484	-
SEPTIN9	chr17	77280569	77500596	77466402	77466452	+
DELE1	chr5	141923855	141942047	141923854	141923904	+
PPARD	chr6	35342558	35428191	35342557	35342607	+
GRAMD1B	chr11	123358428	123627774	123607808	123607858	+
BTNL3	chr5	180988846	181006727	180988844	180988894	+
ZC3HAV1	chr7	139043515	139132122	139079217	139079267	-
SREK1	chr5	66139971	66183615	66144306	66144356	+
KCNK18	chr10	117197489	117210299	117197488	117197538	+
UGT2B4	chr4	69480165	69526014	69495858	69495908	-
MAPK13	chr6	36127809	36144524	36130483	36130533	+
A2M	chr12	9067664	9116229	9106246	9106296	-
DPH1	chr17	2030137	2043898	2041280	2041330	+
CFAP54	chr12	96489571	96875555	96489574	96489624	+
CD79B	chr17	63928740	63932336	63932304	63932354	-
SGK2	chr20	43558968	43588237	43566315	43566365	+
PHPT1	chr9	136848724	136851027	136849425	136849475	+
ACAA2	chr18	49782164	49813953	49813887	49813937	-
